Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD,X (feet),Y (feet)
Operator 11,Well 10105,TFH,9311.0,32.0,155,101,8,3946649.0,80093.0,10/22/2014,Sleeves,48.26018073,-103.7106674,LINEAR GEL (HC),660.0,40.45,240.4010519,176.8354153,138.9053254,,,-6177304.296330202,4184569.732176078
Operator 27,Well 10106,MBH,9365.0,30.0,159,101,11,2939144.0,57417.0,6/16/2014,P & P (cmt.),48.60512012,-103.6966515,CROSSLINKED (HC),660.0,46.04,162.1301775,153.2544379,142.3405654,134.772445,124.7150997,-6131823.19886291,4303191.099649763
Operator 1,Well 10107,MBH,9545.0,30.0,158,99,14,4480390.0,217033.0,8/7/2014,P & P,48.51679884,-103.4419265,,660.0,82.93,298.3563445,270.6662284,245.1293009,212.6634524,,-6083839.278596074,4251875.594896404
Operator 1,Well 10108,TFH,9187.0,30.0,155,97,29,5989571.0,128036.0,7/6/2014,P & P,48.2243795,-103.1868874,,629.04116,89.39,416.765286,358.7661626,278.1722551,226.0793338,,-6060111.092555481,4129661.2754107453
Operator 1,Well 10109,MBH,9407.0,30.0,158,100,22,4481051.0,215651.0,7/3/2014,P & P,48.48965212,-103.5938287,SLICKWATER (HC),660.0,140.8,666.7324129,525.8711374,469.0335306,417.6820805,,-6122225.270491078,4254731.465220995
Operator 22,Well 1011,MBH,9467.0,30.0,163,100,15,2562960.0,73449.0,6/27/2016,P & P (cmt.),48.95121664,-103.6586363,SLICKWATER (HC),660.0,52.55,,,,,,-6080702.609292278,4420404.239300891
Operator 41,Well 10110,MBH,9827.0,32.0,155,103,9,5693694.0,196049.0,9/19/2014,P & P (cmt.),48.25673246,-103.9334698,SLICKWATER (HC),660.0,36.54,167.7186062,136.5987289,86.00153408,,,-6229335.959160418,4201655.103458141
Operator 1,Well 10111,TFH,10217.0,29.0,155,98,19,5577839.0,123226.0,2/14/2015,P & P,48.22772493,-103.3354746,CROSSLINKED (HC),539.930015,130.86,453.1558185,300.0986193,,,,-6094221.367292572,4142802.2039187723
Operator 1,Well 10112,TFH,9409.0,40.0,155,98,24,7903534.0,167314.0,12/24/2014,P & P,48.22751721,-103.2205669,,653.37701,111.76,424.7863248,362.5027394,,,,-6067558.1417414425,4133462.136703678
Operator 18,Well 10113,MBH,9747.0,35.0,158,97,31,2381669.0,40141.0,4/1/2015,Sleeves,48.46070813,-103.2565596,SLICKWATER (HC),660.0,60.95,485.4700855,,,,,-6047781.740165891,4217451.450821944
Operator 2,Well 10114,TFH,9384.0,30.0,155,96,17,3441668.0,73497.0,1/15/2015,P & P,48.25469217,-103.0583187,CROSSLINKED (HC),632.690465,38.98,133.8593031,,,,,-6026597.16114358,4129890.3588413075
Operator 18,Well 10115,TFH,10046.0,35.0,155,95,18,2403850.0,42981.0,3/18/2015,Sleeves,48.25371331,-102.9491125,LINEAR GEL (HC),540.90034,100.67,547.008547,504.3721236,,,,-6001334.259520065,4120825.1336659663
Operator 4,Well 10116,MBH,9655.0,33.0,154,97,9,4690789.0,148433.0,4/19/2015,P & P (cmt.),48.17118193,-103.1646372,SLICKWATER (HC),301.37744,97.44,,,,,,-6061338.01036827,4109373.9264932564
Operator 4,Well 10117,MBH,10283.0,35.0,156,100,18,7148960.0,236340.0,6/4/2015,P & P (cmt.),48.34115552,-103.5870664,SLICKWATER (HC),567.107505,182.26,,,,,,-6138779.664741275,4202602.8867396675
Operator 13,Well 10118,MBH,9935.0,35.0,158,95,16,4016038.0,169106.0,5/12/2015,P & P (cmt.),48.50435944,-102.9676791,SLICKWATER (HC),348.557245,129.52,,,,,,-5975691.360814047,4209573.451298818
Operator 13,Well 10119,TFH,9909.0,35.0,158,95,16,3881893.0,177476.0,5/12/2015,P & P (cmt.),48.5043597,-102.9678235,SLICKWATER (HC),328.160505,70.71,,,,,,-5975724.750084449,4209585.015023026
Operator 22,Well 1012,TFH,9645.0,20.0,161,98,35,2686392.0,67913.0,5/23/2016,P & P (cmt.),48.72114473,-103.3712265,SLICKWATER (HC),660.0,50.41,,,,,,-6042740.177142506,4317256.584669745
Operator 4,Well 10120,MBH,8990.0,35.0,156,100,7,7354882.0,300843.0,10/22/2015,P & P (cmt.),48.34459261,-103.5977913,SLICKWATER (HC),472.81643,144.86,,,,,,-6140843.289621215,4204668.72977818
Operator 4,Well 10121,MBH,8690.0,35.0,156,100,7,7355011.0,294957.0,10/25/2015,P & P (cmt.),48.34459214,-103.5976679,SLICKWATER (HC),538.52564,131.99,,,,,,-6140814.779987751,4204658.529318096
Operator 18,Well 10122,MBH,10171.0,35.0,154,98,10,2455850.0,39206.0,6/17/2015,Sleeves,48.1703435,-103.2795879,LINEAR GEL (HC),191.477435,58.76,,,,,,-6088169.155748407,4118345.7389672096
Operator 18,Well 10123,MBH,9926.0,35.0,154,98,10,2456125.0,36042.0,6/15/2015,Sleeves,48.17043396,-103.2795892,LINEAR GEL (HC),213.982145,98.36,,,,,,-6088158.53950824,4118377.2835991927
Operator 4,Well 10124,MBH,9830.0,34.0,154,98,22,7068200.0,223240.0,7/3/2015,P & P (cmt.),48.14235219,-103.2729292,SLICKWATER (HC),660.0,178.85,,,,,,-6089998.765780156,4108079.806723029
Operator 18,Well 10125,MBH,9520.0,35.0,157,97,1,2812568.0,41934.0,6/20/2015,Sleeves,48.4587019,-103.1471497,LINEAR GEL (HC),569.19931,62.84,,,,,,-6022705.225397949,4207986.01370374
Operator 11,Well 10126,TFH,9741.0,32.0,155,101,8,3644635.0,73595.0,9/19/2014,Sleeves,48.26027119,-103.7106674,LINEAR GEL (HC),660.0,42.95,162.1301775,157.9333772,138.9984659,,,-6177293.220721012,4184601.124973426
Operator 2,Well 10127,MBH,8941.0,45.0,159,96,10,3783120.0,84243.0,8/30/2014,P & P (cmt.),48.605257,-103.0660382,CROSSLINKED (HC),660.0,60.8,291.6502301,234.3085689,184.231865,128.7384031,,-5986346.562662974,4252533.453857753
Operator 11,Well 10128,TFH,9788.0,32.0,155,101,5,3711379.0,169579.0,9/24/2014,P & P,48.28362324,-103.7029361,SW-GEL HYBRID,660.0,61.89,387.8040763,281.1527504,229.0105194,,,-6172643.1181530645,4192073.6082275244
Operator 1,Well 10129,MBH,9191.0,30.0,155,97,29,4478495.0,221756.0,7/5/2014,P & P,48.22442971,-103.1870564,,655.05633,141.41,582.5443787,492.1433268,449.8027613,400.6976404,,-6060144.317863764,4129692.3254849757
Operator 22,Well 1013,MBH,10244.0,20.0,161,98,35,2686392.0,67913.0,5/24/2016,P & P (cmt.),48.72114526,-103.3710193,SLICKWATER (HC),660.0,59.38,,,,,,-6042692.412590529,4317240.147688256
Operator 41,Well 10130,MBH,9878.0,32.0,155,103,9,5625390.0,386286.0,9/19/2014,P & P (cmt.),48.25673274,-103.9335931,SLICKWATER (HC),616.166685,38.26,155.687048,118.5185185,70.28270874,,,-6229364.472689874,4201665.354249949
Operator 41,Well 10131,MBH,9546.0,36.0,156,100,27,8084032.0,114786.0,3/1/2015,P & P (cmt.),48.31290046,-103.5193372,LINEAR GEL (HC),552.97798,109.07,,,,,,-6126535.321444546,4187286.7709475374
Operator 1,Well 10132,MBH,9585.0,40.0,155,98,24,4598329.0,259216.0,12/15/2014,P & P,48.22751695,-103.2203821,SLICKWATER (HC),653.37701,117.66,487.0808679,427.8763971,319.8937103,,,-6067515.241818879,4133447.1694631283
Operator 18,Well 10133,MBH,9533.0,35.0,158,97,31,2389082.0,40286.0,4/3/2015,Sleeves,48.46070794,-103.2564235,,660.0,53.43,319.8224852,202.5750603,,,,-6047750.275940007,4217440.459072875
Operator 4,Well 10134,MBH,9430.0,43.0,156,97,2,3297408.0,78083.0,12/13/2014,P & P (cmt.),48.37161875,-103.1178426,CROSSLINKED (HC),626.315505,67.69,476.1341223,349.3315801,236.0344072,,,-6026383.002015941,4175338.2279833527
Operator 41,Well 10135,MBH,9828.0,32.0,155,100,1,3836275.0,149176.0,10/23/2014,P & P (cmt.),48.28370749,-103.4900131,SLICKWATER (HC),641.49839,128.56,490.6311637,433.7168529,358.1470524,,,-6123289.710335252,4174766.5405896986
Operator 4,Well 10136,TFH,9878.0,25.0,154,97,9,3351000.0,56104.0,4/14/2015,P & P (cmt.),48.17124801,-103.1647069,CROSSLINKED (HC),162.60653,50.49,,,,,,-6061346.2759616375,4109402.509396047
Operator 4,Well 10137,TFH,8683.0,26.0,154,97,9,3409360.0,56262.0,4/4/2015,P & P (cmt.),48.17090501,-103.1567648,,660.0,56.21,,,,,,-6059540.254351296,4108644.5274119433
Operator 41,Well 10138,TFH,9761.0,38.0,155,101,26,8054409.0,135368.0,7/3/2015,P & P (cmt.),48.2253737,-103.6400572,LINEAR GEL (HC),627.84146,89.54,,,,,,-6165191.303854058,4166721.4063120186
Operator 41,Well 10139,MBH,9366.0,36.0,155,101,26,5393758.0,227915.0,7/3/2015,P & P (cmt.),48.22537409,-103.6399341,SLICKWATER (HC),581.89164,68.99,,,,,,-6165162.70535914,4166711.4946239083
Operator 22,Well 1014,MBH,9638.0,22.0,160,100,24,3430110.0,106568.0,5/17/2016,P & P (cmt.),48.6637242,-103.5469312,SLICKWATER (HC),660.0,65.26,,,,,,-6090176.790502606,4311429.086227225
Operator 13,Well 10140,MBH,9782.0,35.0,158,95,16,3962326.0,161794.0,5/12/2015,P & P (cmt.),48.50435997,-102.967968,SLICKWATER (HC),322.808565,72.29,,,,,,-5975758.161284242,4209596.590230528
Operator 41,Well 10141,MBH,10082.0,33.0,156,100,32,5892098.0,191876.0,4/18/2015,P & P (cmt.),48.28584178,-103.5630897,SLICKWATER (HC),572.23206,130.0,,,,,,-6139969.255270654,4181444.118863071
Operator 29,Well 10142,TFH,9381.0,37.0,158,96,13,6015570.0,143345.0,11/17/2017,P & P,48.51668174,-103.0186609,,606.570245,0.28,,,,,,-5986013.720622469,4217918.462525239
Operator 45,Well 10143,TFH,8498.0,31.0,154,100,6,3995842.0,123118.0,6/8/2015,P & P (cmt.),48.187155,-103.5853696,,291.66825,42.54,,,,,,-6157165.839384837,4148993.847325915
Operator 18,Well 10144,MBH,9588.0,35.0,154,98,10,2475519.0,36791.0,6/19/2015,Sleeves,48.17052441,-103.2795904,LINEAR GEL (HC),332.252555,108.37,,,,,,-6088147.90122324,4118408.816688805
Operator 4,Well 10145,TFH,8317.0,30.0,155,99,31,6969000.0,164449.0,6/8/2016,P & P (cmt.),48.20150964,-103.4568676,LINEAR GEL (HC),629.06991,170.78,,,,,,-6125585.61493831,4143525.3203912275
Operator 4,Well 10146,MBH,10253.0,27.0,154,98,22,6653320.0,209054.0,7/3/2015,P & P (cmt.),48.14227544,-103.2729748,,660.0,162.59,,,,,,-6090018.633418,4108056.815818047
Operator 1,Well 10147,MBH,10244.0,30.0,155,98,7,3438290.0,201789.0,8/1/2015,P & P,48.25644129,-103.3362419,SLICKWATER (HC),534.99285,132.68,,,,,,-6090926.397740218,4152844.2640882265
Operator 18,Well 10148,TFH,10218.0,35.0,156,96,34,2779554.0,46129.0,8/6/2015,Sleeves,48.28577988,-103.001543,LINEAR GEL (HC),521.493475,78.12,,,,,,-6009684.797958966,4136169.855608505
Operator 18,Well 10149,MBH,9892.0,50.0,156,96,34,3500537.0,51297.0,7/31/2015,Sleeves,48.28577963,-103.0014073,LINEAR GEL (HC),385.482165,87.03,,,,,,-6009653.307333079,4136158.934069049
Operator 22,Well 1015,TFH,10112.0,26.0,163,100,15,2544463.0,68920.0,6/26/2016,P & P (cmt.),48.95121664,-103.6588444,,648.522495,68.93,,,,,,-6080750.271698134,4420421.023183143
Operator 1,Well 10150,MBH,9348.0,30.0,153,99,4,3419637.0,188295.0,6/8/2014,P & P,48.11009597,-103.4151057,,649.69036,163.34,814.5627876,698.9590182,590.3627,488.2058587,375.701293,-6126970.12500231,4108385.184073781
Operator 11,Well 10151,MBH,9932.0,32.0,155,101,5,3651079.0,128658.0,9/30/2014,P & P,48.28365876,-103.7032037,SW-GEL HYBRID,660.0,78.04,602.3339908,417.4446636,301.846373,,,-6172700.757563662,4192107.7996559627
Operator 24,Well 10152,MBH,8540.0,22.0,154,98,23,4972279.0,97854.0,8/3/2014,P & P (cmt.),48.14176127,-103.2395767,CROSSLINKED (HC),434.95974,93.25,752.3339908,466.8967784,344.0225729,282.3361823,,-6082311.632262062,4105182.381258475
Operator 1,Well 10153,TFH,10747.0,30.0,155,97,29,4481023.0,226328.0,8/31/2014,P & P,48.2241618,-103.186129,,623.71108,117.19,421.1702827,410.2344948,384.4126671,325.9259259,,-6059961.073204396,4129524.5866588135
Operator 1,Well 10154,TFH,10908.0,30.0,155,97,29,5946657.0,119264.0,8/23/2014,P & P,48.22411431,-103.1859559,,623.71108,89.24,464.2011834,324.8630287,244.5595003,180.4660676,,-6059926.5673823245,4129494.1530079627
Operator 41,Well 10155,TFH,10297.0,33.0,155,103,9,5776690.0,416896.0,9/19/2014,P & P (cmt.),48.25673303,-103.9337163,SLICKWATER (HC),583.883275,22.19,59.20447074,51.24917817,32.48411133,,,-6229392.96181826,4201675.600314036
Operator 41,Well 10156,MBH,10661.0,35.0,155,103,9,6201801.0,426325.0,9/19/2014,P & P (cmt.),48.25673331,-103.9338396,SLICKWATER (HC),627.71659,38.16,188.1328074,162.2178391,98.82752575,,,-6229421.475318588,4201685.851185993
Operator 41,Well 10157,TFH,10099.0,40.0,156,100,27,9001736.0,123865.0,2/28/2015,P & P (cmt.),48.31289824,-103.5197073,LINEAR GEL (HC),544.19041,64.98,297.9618672,182.9498137,,,,-6126621.342757165,4187316.0432209456
Operator 1,Well 10158,TFH,10203.0,30.0,155,98,24,5818090.0,119317.0,1/12/2015,P & P,48.22751579,-103.2195609,CROSSLINKED (HC),654.053655,105.29,484.3195266,402.3668639,283.9086128,,,-6067324.606622544,4133380.6586762522
Operator 1,Well 10159,MBH,10106.0,30.0,155,98,24,4214271.0,222609.0,1/2/2015,P & P,48.22751553,-103.2193761,SLICKWATER (HC),660.0,128.69,549.0795529,450.2191541,318.8034188,,,-6067281.706527053,4133365.6919280137
Operator 22,Well 1016,MBH,10062.0,30.0,163,100,15,2557604.0,74884.0,6/27/2016,P & P (cmt.),48.95121664,-103.6590526,SLICKWATER (HC),605.63495,74.85,,,,,,-6080797.956967693,4420437.8152439995
Operator 4,Well 10160,MBH,9741.0,45.0,156,97,2,3270302.0,74068.0,12/23/2014,P & P (cmt.),48.37161803,-103.1183984,CROSSLINKED (HC),486.56622,68.73,345.3648915,313.3355249,255.7692308,,,-6026511.941594358,4175382.4599761427
Operator 25,Well 10161,MBH,9214.0,35.0,158,99,7,5082697.0,111002.0,7/16/2015,P & P,48.51858623,-103.5299939,SLICKWATER (HC),660.0,81.37,,,,,,-6103958.0465734145,4259613.002057611
Operator 38,Well 10162,TF1,7116.0,29.0,154,99,14,3062561.0,89744.0,1/14/2015,P & P (cmt.),48.15828997,-103.3791787,SLICKWATER (HC),395.0051,57.9,268.5075608,182.829279,,,,-6112777.483630102,4122212.1313697
Operator 13,Well 10163,TFH,9501.0,35.0,158,95,16,3936776.0,172186.0,3/25/2015,P & P (cmt.),48.50381189,-102.9680344,SLICKWATER (HC),586.42202,113.01,,,,,,-5975839.061130091,4209410.978811242
Operator 41,Well 10164,TFH,9340.0,36.0,155,101,26,7694529.0,163498.0,6/28/2015,P & P (cmt.),48.22537449,-103.6398109,LINEAR GEL (HC),614.05018,55.08,,,,,,-6165134.082435792,4166701.5782854287
Operator 41,Well 10165,TFH,10263.0,40.0,155,101,26,8721378.0,141496.0,6/28/2015,P & P (cmt.),48.22537489,-103.6396877,LINEAR GEL (HC),605.43846,77.11,,,,,,-6165105.459498695,4166691.6619872754
Operator 41,Well 10166,MBH,9382.0,30.0,156,100,32,5360847.0,175895.0,4/18/2015,P & P (cmt.),48.28584119,-103.5629746,SLICKWATER (HC),551.54378,141.87,,,,,,-6139942.651112923,4181434.5529951984
Operator 41,Well 10167,TFH,10094.0,33.0,156,100,32,5734152.0,115425.0,4/18/2015,P & P (cmt.),48.2858406,-103.5628595,LINEAR GEL (HC),529.39626,109.46,,,,,,-6139916.046942352,4181424.9871621956
Operator 45,Well 10168,MBH,8473.0,31.0,154,100,6,4014095.0,76410.0,6/9/2015,P & P (cmt.),48.18715476,-103.585267,CROSSLINKED (HC),427.7632,162.49,,,,,,-6157142.051634667,4148985.3994996077
Operator 45,Well 10169,TFH,8817.0,31.0,154,100,6,4011141.0,115034.0,6/10/2015,P & P (cmt.),48.18715452,-103.5851644,CROSSLINKED (HC),660.0,121.18,,,,,,-6157118.263874506,4148976.9517011214
Operator 22,Well 1017,TFH,10093.0,26.0,163,100,15,2594618.0,71307.0,7/1/2016,P & P (cmt.),48.95121664,-103.6592607,SLICKWATER (HC),617.112455,69.41,,,,,,-6080845.619293785,4420454.599352766
Operator 4,Well 10170,MBH,8478.0,39.0,155,99,31,9910200.0,234290.0,6/8/2016,P & P (cmt.),48.20150941,-103.4567445,LINEAR GEL (HC),643.223475,249.07,,,,,,-6125557.059407443,4143515.2491034777
Operator 4,Well 10171,MBH,8314.0,30.0,155,99,31,7204790.0,163624.0,6/8/2016,P & P (cmt.),48.20150987,-103.4569908,LINEAR GEL (HC),645.846435,160.92,,,,,,-6125614.1936746035,4143535.399835617
Operator 4,Well 10172,MBH,9096.0,43.0,155,99,31,6396560.0,197469.0,8/22/2015,P & P (cmt.),48.2004127,-103.4566138,SLICKWATER (HC),562.785885,188.76,,,,,,-6125659.863931519,4143123.7142247385
Operator 4,Well 10173,MBH,7785.0,26.0,154,98,22,3662330.0,127741.0,6/23/2015,P & P (cmt.),48.14071845,-103.2785568,SLICKWATER (HC),660.0,154.0,,,,,,-6091504.9103860175,4107966.554722076
Operator 18,Well 10174,TFH,9478.0,50.0,156,96,34,3527495.0,53590.0,8/4/2015,Sleeves,48.28577938,-103.0012716,,340.049495,54.07,,,,,,-6009621.816690137,4136148.012578321
Operator 18,Well 10175,MBH,9123.0,35.0,156,96,34,2800412.0,43113.0,8/2/2015,Sleeves,48.28577913,-103.001136,LINEAR GEL (HC),476.060805,87.8,,,,,,-6009590.349258277,4136137.0991204227
Operator 1,Well 10176,TFH,9321.0,30.0,153,99,4,3386062.0,200365.0,6/15/2014,P & P,48.11009588,-103.41529,SLICKWATER (HC),640.94845,127.78,677.7777778,539.5244357,459.9879465,355.8550661,276.865549,-6127013.003733182,4108400.1144966893
Operator 24,Well 10177,TFH,8554.0,26.0,154,98,23,5064052.0,104538.0,8/10/2014,P & P (cmt.),48.14170057,-103.239664,,293.668665,56.6,285.8645628,257.0238878,209.1825553,172.7043612,,-6082339.2575731445,4105168.3255683235
Operator 24,Well 10178,MBH,8555.0,22.0,154,98,23,4814220.0,96980.0,8/3/2014,P & P (cmt.),48.14164261,-103.2397514,CROSSLINKED (HC),275.37688,80.2,464.3326759,407.1882533,319.7019505,255.7308788,,-6082366.5759224985,4105155.230360109
Operator 2,Well 10179,MBH,6602.0,40.0,158,95,15,2788140.0,81957.0,10/30/2014,P & P (cmt.),48.5165176,-102.9382945,CROSSLINKED (HC),494.500555,34.1,27.44904668,,,,,-5967437.813312011,4211474.922511657
Operator 22,Well 1018,MBH,9710.0,22.0,160,98,6,3427535.0,101918.0,7/18/2016,P & P (cmt.),48.71962002,-103.392613,SLICKWATER (HC),660.0,61.3,,,,,,-6047848.4169816105,4318442.344320172
Operator 2,Well 10180,TFH,6768.0,30.0,158,95,15,2609300.0,69413.0,10/23/2014,P & P,48.51651782,-102.9381706,CROSSLINKED (HC),487.65571,65.85,235.4700855,140.5325444,,,,-5967409.113929376,4211465.166501939
Operator 41,Well 10181,MBH,9885.0,32.0,156,100,27,5667128.0,228442.0,3/24/2015,P & P (cmt.),48.31289749,-103.5198307,SLICKWATER (HC),562.09527,135.82,711.669954,,,,,-6126650.025441485,4187325.799958847
Operator 41,Well 10182,TFH,10297.0,32.0,156,100,27,5769521.0,239040.0,3/4/2015,P & P (cmt.),48.31289527,-103.5202008,SLICKWATER (HC),641.04941,84.73,435.5358317,,,,,-6126736.046593547,4187355.0727184103
Operator 2,Well 10183,MBH,9085.0,29.0,155,96,33,5527720.0,101250.0,12/21/2014,P & P,48.19821358,-103.0304799,CROSSLINKED (HC),656.010245,117.33,651.6765286,326.8682884,,,,-6026890.443357236,4108011.8582839943
Operator 1,Well 10184,TFH,9646.0,30.0,155,98,12,5953511.0,116659.0,10/18/2014,P & P,48.25624528,-103.2279373,CROSSLINKED (HC),581.95123,101.06,543.0637738,450.4273504,359.2154284,,,-6065808.140244111,4144043.9543167194
Operator 4,Well 10185,MBH,10072.0,45.0,156,97,2,3472063.0,72456.0,12/23/2014,P & P (cmt.),48.37161779,-103.1185837,CROSSLINKED (HC),647.471315,70.09,420.7429323,344.2143327,243.3596318,,,-6026554.929119589,4175397.2068234817
Operator 38,Well 10186,TFH,7078.0,28.0,154,99,14,4067939.0,126164.0,1/2/2015,P & P (cmt.),48.15807068,-103.3791787,SLICKWATER (HC),660.0,76.71,368.6390533,288.1437651,,,,-6112804.037612579,4122135.9489149
Operator 2,Well 10187,MBH,9302.0,30.0,154,95,8,3525749.0,76803.0,1/23/2015,P & P,48.16935185,-102.9205515,CROSSLINKED (HC),643.08986,113.34,592.0447074,273.3070348,,,,-6004757.888087834,4089183.8860188485
Operator 2,Well 10188,MBH,9546.0,30.0,154,95,8,3534511.0,73430.0,1/18/2015,P & P,48.16935139,-102.9204284,CROSSLINKED (HC),643.08986,118.22,555.4569362,304.4597852,,,,-6004729.283132226,4089173.90431672
Operator 41,Well 10189,MBH,9947.0,32.0,155,101,26,5726944.0,250147.0,7/14/2015,P & P (cmt.),48.22537529,-103.6395646,SLICKWATER (HC),596.30116,79.36,,,,,,-6165076.859741111,4166681.7538910364
Operator 22,Well 1019,TFH,10027.0,20.0,160,98,6,2670032.0,63261.0,7/18/2016,P & P (cmt.),48.71962047,-103.3924058,SLICKWATER (HC),660.0,50.04,,,,,,-6047800.6648954945,4318425.867407082
Operator 41,Well 10190,TFH,9960.0,38.0,155,101,26,8279490.0,137832.0,7/20/2015,P & P (cmt.),48.22537568,-103.6394414,LINEAR GEL (HC),606.58366,54.25,,,,,,-6165048.237997958,4166671.8342024614
Operator 41,Well 10191,TFH,9300.0,30.0,156,100,32,5012521.0,86896.0,4/29/2015,P & P (cmt.),48.28584001,-103.5627444,LINEAR GEL (HC),548.716225,94.64,,,,,,-6139889.442758947,4181415.4213640504
Operator 27,Well 10192,MBH,9233.0,25.0,159,100,18,2365696.0,56326.0,1/16/2015,P & P (cmt.),48.59814779,-103.6661283,LINEAR GEL (HC),660.0,63.72,,,,,,-6125644.214281632,4298290.4725903105
Operator 1,Well 10193,TFH,9814.0,30.0,155,98,29,5877363.0,117503.0,3/18/2015,P & P,48.22590162,-103.3178259,CROSSLINKED (HC),656.042945,135.7,,,,,,-6090343.4839734305,4140742.7850144748
Operator 1,Well 10194,MBH,9641.0,30.0,155,98,29,3425827.0,198026.0,3/25/2015,P & P,48.22590179,-103.3180106,SLICKWATER (HC),653.929145,149.47,,,,,,-6090386.356059649,4140757.7610236625
Operator 4,Well 10195,TFH,9807.0,30.0,155,99,31,4180330.0,132458.0,8/13/2015,P & P (cmt.),48.20041293,-103.4567369,SLICKWATER (HC),412.97553,146.75,,,,,,-6125688.420012811,4143133.7856567823
Operator 4,Well 10196,MBH,10622.0,28.0,154,98,22,3999325.0,145370.0,6/16/2015,P & P (cmt.),48.14071845,-103.2784338,SLICKWATER (HC),660.0,158.53,,,,,,-6091476.300220209,4107956.6192926974
Operator 4,Well 10197,TFH,9070.0,30.0,154,98,22,3987815.0,81351.0,6/17/2015,P & P (cmt.),48.14071845,-103.2781878,,606.311855,93.68,,,,,,-6091419.079846747,4107936.748554458
Operator 2,Well 10198,TFH,9849.0,40.0,155,95,34,7514835.0,113344.0,10/20/2015,30 Sleeves and 10 P & P,48.19878022,-102.8877722,CROSSLINKED (HC),657.484025,143.3,,,,,,-5993619.484039767,4096814.0647348887
Operator 2,Well 10199,TFH,9809.0,40.0,155,95,34,7278341.0,112839.0,10/24/2015,30 Sleeves and 10 P & P,48.19877993,-102.8878954,CROSSLINKED (HC),576.054965,147.47,,,,,,-5993648.1909518605,4096823.7777367234
Operator 1,Well 102,TFH,9525.0,30.0,141,99,28,5584901.0,92251.0,7/16/2014,P & P,47.00834268,-103.2307436,,660.0,59.55,373.1426693,285.6563664,222.1455183,183.8118197,,-6216643.741292547,3711036.454204472
Operator 1,Well 1020,TFH,10066.0,30.0,160,95,35,3698163.0,60260.0,3/20/2012,P & P,48.63368739,-102.9115767,,660.0,135.35,,,,,,-5947268.471372552,4250180.651814406
Operator 38,Well 10200,MBH,3828.0,24.0,154,99,15,3390000.0,35496.0,5/20/2014,Sleeves,48.15519747,-103.4078317,,660.0,60.91,475.9040105,283.936007,200.9697567,157.9625977,125.5561034,-6119812.038570743,4123460.4302420733
Operator 24,Well 10201,TFH,9608.0,28.0,154,98,23,5180751.0,109932.0,8/10/2014,P & P (cmt.),48.14158464,-103.2398387,,270.06387,72.03,429.7830375,338.5382424,266.5461319,226.5687779,,-6082393.872245809,4105142.1236460567
